medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
740BD5BE61840BE4FE3905CC3EBE3E7E,E48B185060FB0FF49BE6DA43E69E624B,CMT,1,N,2013-10-01 12:44:29,2013-10-01 12:53:26,1,536,1.20,-73.974319,40.741859,-73.99115,40.742424
EA05309C30F375695F44C96108ACB10F,1D10D8AC5B07D80861761365A05A9AE2,CMT,1,N,2013-10-02 19:44:55,2013-10-02 20:03:55,1,1139,5.10,-73.981239,40.729141,-73.943695,40.719715
EA05309C30F375695F44C96108ACB10F,1D10D8AC5B07D80861761365A05A9AE2,CMT,1,N,2013-10-02 22:01:18,2013-10-02 22:09:18,1,480,2.20,-74.002991,40.73354,-74.005615,40.727261
B36D7AB5B422EA1A0588EFD1D8155EF3,669F420B42A0739A5D1058184AD227ED,CMT,1,N,2013-10-03 12:14:35,2013-10-03 12:26:04,1,689,.90,-73.967178,40.766563,-73.976784,40.755947
28172009F5513B25F4091C0929C4515D,ABE08BCFEBF3F5F7339CA2170EEC1DEE,CMT,1,N,2013-10-02 00:33:37,2013-10-02 01:06:16,1,1959,14.80,-73.784142,40.648621,-73.976479,40.672001
90C0771FE30F703616B3A31414470E18,8D466661814D45936D897907D4B4C602,CMT,1,N,2013-10-03 18:35:17,2013-10-03 18:37:36,1,138,.70,-73.970169,40.789268,-73.97908,40.786839
37E1F5BD15A35A1652745C88604FC19E,4606384EA9F41F9BC76AA34B44FB5AAB,CMT,1,N,2013-10-03 13:32:57,2013-10-03 14:00:44,1,1666,2.00,-73.955536,40.77969,-73.978142,40.763096
56EC8E3AA6218867A1341249F26531F3,DD72E3EE33F0CEDB5F068218010CC62A,CMT,1,N,2013-10-04 12:09:28,2013-10-04 12:26:52,1,1044,4.70,-74.010162,40.71925,-73.984634,40.722439
4E67DD5E52DAD3CC9F8C84132F96AD2D,B189EAD638D515A2DAD3CC8B268A3FEF,CMT,2,N,2013-10-02 17:07:05,2013-10-02 18:04:13,1,3427,17.50,-73.992241,40.72504,-73.78965,40.647038
6DFB708A2122478F136B3227E18930B5,8992ECFE72103DD0DC2165D9E3CF8DFC,CMT,1,N,2013-10-02 23:17:22,2013-10-02 23:34:51,1,1049,4.60,-73.9842,40.743095,-73.945061,40.800911
4E67DD5E52DAD3CC9F8C84132F96AD2D,B189EAD638D515A2DAD3CC8B268A3FEF,CMT,1,N,2013-10-03 00:48:51,2013-10-03 00:58:32,1,580,2.90,-73.988853,40.731247,-73.97892,40.761959
98295C0F915873F4A862715DFE3FF585,77D48BD865D15E771C0728DA21552745,CMT,1,N,2013-10-02 20:18:58,2013-10-02 20:37:22,1,1104,3.60,-73.952812,40.783291,-73.992462,40.758282
98295C0F915873F4A862715DFE3FF585,77D48BD865D15E771C0728DA21552745,CMT,1,Y,2013-10-02 20:41:58,2013-10-02 20:49:47,1,468,1.10,-73.990074,40.76226,-73.974609,40.753815
13804C3B9932CF05FE17F7BBAC2BC4E7,20984D31722ACD7E01C30CADD0521952,CMT,1,N,2013-10-03 18:54:02,2013-10-03 19:17:49,1,1426,3.70,-73.995972,40.748653,-73.954697,40.777409
1957C320398402AD3EAFA9689130DF32,A1B20AA208FAAF5CDE77C4439DA3EBC3,CMT,1,N,2013-10-03 06:57:13,2013-10-03 07:00:15,1,181,.60,-73.983421,40.750137,-73.984421,40.754723
6817DAB7FE402A830E3A095CC9429AD8,A14E93069747B759208DDAED8C3E85E6,CMT,1,N,2013-10-03 22:47:19,2013-10-03 22:58:44,1,684,1.80,-73.990273,40.733521,-73.984772,40.71817
98295C0F915873F4A862715DFE3FF585,77D48BD865D15E771C0728DA21552745,CMT,1,N,2013-10-02 21:27:10,2013-10-02 21:54:39,1,1649,7.30,-73.997276,40.762444,-73.963722,40.677814
6817DAB7FE402A830E3A095CC9429AD8,A14E93069747B759208DDAED8C3E85E6,CMT,1,N,2013-10-03 20:19:48,2013-10-03 20:29:52,1,604,1.50,-73.994064,40.724529,-74.008987,40.711006
A6FEF39DB6A3DE3893DAABB98E46C8DC,67997C6B9AAEF6DE07DBC859DFE48121,CMT,1,N,2013-10-03 10:26:01,2013-10-03 10:31:49,1,348,.70,-73.986542,40.758774,-73.992386,40.755093
A6FEF39DB6A3DE3893DAABB98E46C8DC,67997C6B9AAEF6DE07DBC859DFE48121,CMT,1,N,2013-10-03 10:57:40,2013-10-03 11:09:35,1,714,1.10,-73.98111,40.767677,-73.965698,40.771523
4A5EB7776D172F5F85B6F344C806DA90,6C1DE2001261F0C23B97BF46A92B3569,CMT,1,N,2013-10-05 01:07:02,2013-10-05 01:17:35,1,633,3.00,-73.986496,40.722256,-73.963509,40.711079
